id,name,type,exp_name,m1a_hit,m5c_hit,m6a_hit,m7g_hit,full_hit,m1a_Regulation,m5c_Regulation,m6a_Regulation,m7g_Regulation,regulation,logFC,PValue,FDR,degree.x,closeness_centrality.x,betweenness_centrality.x,eigenvector_centrality.x,page_rank_score.x,clustering_coefficient.x,DNB,m1a_Foldchange,m5c_Foldchange,m6a_Foldchange,m7g_Foldchange,CCF_diff,CCF_abs_diff,CCF_p_ttest,CCF_p_wilcoxon,divergene,protein_degree,protein_closeness_centrality,protein_betweenness_centrality,protein_eigenvector_centrality,protein_page_rank_score,protein_clustering_coefficient,protein_m1.mean,protein_m0.mean,protein_Diff,protein_abs_Diff,protein_pvalue,lit_meta,lit_meta_colon
ENST00000468359,CDCA7,lncRNA,CDCA7,1,1,1,1,4,up,up,up,down,up,6.003541626,0.028165151,0.226160748,29,4.03E-09,0,0.001275152,1.43E-05,0.719211823,no,607.8,501,286.8,483,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468385,PTPN7,lncRNA,PTPN7,0,1,1,0,2,down,down,down,down,down,-2.43890219,0.010533825,0.137352099,1782,4.03E-09,0,0.336279012,5.52E-05,0.605426024,no,19.75285171,13.19312602,10.70880361,42.70673712,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468422,GNAI2,lncRNA,GNAI2,0,1,1,1,3,down,down,down,down,down,-1.898762614,0.29759088,0.527418836,3,4.03E-09,0,5.76E-06,1.08E-05,0.333333333,no,3.728991236,20.71830986,10.79070929,1177.714286,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468485,IRF4,lncRNA,IRF4,1,0,1,0,2,down,down,down,down,down,-2.736004042,0.1907799,0.419479319,19,4.03E-09,0,9.82E-05,1.57E-05,0.397660819,no,225.6,7.754966887,9.01461039,5.008196721,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468564,PARVG,lncRNA,PARVG,1,1,1,0,3,down,down,down,down,down,-2.839990918,0.000188738,0.007282123,2799,4.03E-09,0,0.579728107,7.76E-05,0.637929762,no,202.4,291,98.90721649,84.90595463,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468640,C6orf57,lncRNA,C6orf57,0,0,0,1,1,up,up,up,down,up,0.626299341,0.729546781,0.871072488,18,4.03E-09,0,1.59E-05,1.80E-05,0.37254902,no,10.10579345,7.470588235,5.063519313,233.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468792,COL6A3,lncRNA,COL6A3,0,0,0,1,1,down,down,down,down,down,-3.015071038,0.206552567,0.443484774,369,4.03E-09,0,0.048882101,2.24E-05,0.740721103,no,8.31619256,5.418604651,3.868567151,2942.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000468856,RASGRP3,lncRNA,RASGRP3,0,1,0,0,1,up,down,down,down,down,-1.406056092,0.016651374,0.177351439,1368,4.03E-09,0,0.27465448,4.37E-05,0.805466788,no,25.11570248,251,7.057516858,5.153291687,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469071,PRCC,lncRNA,PRCC,1,1,1,0,3,down,up,down,down,up,0.363410287,0.686653395,0.844912757,24,4.03E-09,0,4.12E-05,1.91E-05,0.438405797,no,272.1,521,17.54213483,9.823814134,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469150,LRRC41,lncRNA,LRRC41,0,1,0,1,2,down,down,down,down,down,-1.481191494,0.001283642,0.032915352,1647,4.03E-09,0,0.291023158,5.20E-05,0.598785966,no,2.067086922,371,2.257636455,798.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469269,TGM2,lncRNA,TGM2,0,1,0,1,2,down,up,down,up,up,3.111007975,0.098618869,0.288238841,6,4.03E-09,0,1.86E-07,1.53E-05,0.333333333,no,3.748005982,12.2195122,3.784156142,241.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469280,NCF2,lncRNA,NCF2,1,0,1,1,3,down,down,down,down,down,-6.162213208,0.005644788,0.094488927,1503,4.03E-09,0,0.196719302,5.21E-05,0.485157515,no,481.2,6.402298851,54.86597938,1596.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469374,MORN1,lncRNA,MORN1,0,0,0,1,1,up,up,up,down,down,-0.117721773,0.938027297,0.976181285,21,4.03E-09,0,0.000116166,1.31E-05,0.638095238,no,23.53333333,161,18.096,399.9,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469415,MCF2L,lncRNA,MCF2L,0,0,0,0,0,up,up,up,down,up,2.12475593,0.151663497,0.364150065,489,4.03E-09,0,0.045340344,2.69E-05,0.616782326,no,13.00509554,10.32384342,6.258474576,6.842754368,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469420,CBX6,lncRNA,CBX6,0,1,0,1,2,up,down,down,down,down,-1.886778707,0.004618791,0.082806746,1289,4.03E-09,0,0.225974656,4.45E-05,0.680135065,no,18.83636364,401,2.573841822,549.4,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469423,MAN2B1,lncRNA,NA,0,0,1,0,1,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.29567643,5.827819041,7.548193187,34.65941128,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469563,NOC2L,lncRNA,NOC2L,0,0,0,0,0,up,up,up,down,up,2.673762194,0.031728119,0.23635914,1923,4.03E-09,0,0.423491401,5.60E-05,0.764234149,no,8.374529013,2.506635441,3.034983854,5.580812854,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469630,TBXAS1,lncRNA,TBXAS1,0,0,0,0,0,down,down,down,down,down,-1.183468433,0.076403135,0.272695179,82,4.03E-09,0,0.003250399,1.51E-05,0.564890093,no,11.01865672,6.863874346,2.18941002,134.2952899,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469689,PNKD,lncRNA,PNKD,0,0,0,1,1,up,up,up,down,up,6.253621085,0.021477777,0.201065669,1474,4.03E-09,0,0.285502312,4.95E-05,0.645022435,no,2.601451666,4.475177305,3.649600881,183.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469701,TRAF2,lncRNA,TRAF2,0,0,1,1,2,up,up,up,down,up,4.88699429,0.065595012,0.272695179,3,4.03E-09,0,0,3.47E-05,1,no,155.9,6.155279503,10.48876404,350,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469764,ABI3BP,lncRNA,ABI3BP,0,0,0,0,0,down,down,down,down,down,-1.658868641,0.222789255,0.450157128,2,4.03E-09,0,0,3.49E-05,1,no,171.4,3.052785924,6.310739437,40.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469783,MFI2,lncRNA,MFI2,1,1,0,1,3,up,up,up,up,up,4.968389997,0.06253466,0.272695179,50,4.03E-09,0,0.001013775,1.55E-05,0.772244898,no,310.8,13.25352113,148.2,915.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
ENST00000469794,RP11-3K16.2,lncRNA,RP11-3K16.2,0,1,1,1,3,up,up,up,down,up,4.060545113,1.47E-08,1.92E-06,2497,4.03E-09,0,0.494041699,7.17E-05,0.613344667,no,155.9,19.0952381,21.67977528,250.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469886,CYTH4,lncRNA,CYTH4,0,0,1,1,2,down,down,down,down,down,-3.634361736,5.58E-07,4.77E-05,1619,4.03E-09,0,0.283974421,5.20E-05,0.587144623,no,5.206682504,8.378157239,14.3005618,2543.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000469990,C11orf35,lncRNA,NA,0,0,0,0,0,up,down,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4.817021277,2.99513382,2.340080972,15.13971743,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470092,HCK,lncRNA,HCK,0,0,1,0,1,down,down,down,down,down,-3.70191315,0.008900111,0.124504926,2744,4.03E-09,0,0.555503713,7.71E-05,0.626220307,no,5.815387517,2.48020654,255,12.2619469,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470152,FES,lncRNA,NA,0,0,0,0,0,down,up,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,30.26700252,3.19123506,25.10309278,12.74839189,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470223,TMEM222,lncRNA,TMEM222,1,1,0,1,3,down,up,up,down,down,-0.938218551,0.697675431,0.851498977,9,4.03E-09,0,9.16E-06,1.25E-05,0.5,no,504.5,25.76190476,2.93797954,948.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470334,CCL3,lncRNA,NA,1,1,1,0,3,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1759.3,137.3636364,44.35614702,42.53403756,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470369,C11orf21,lncRNA,C11orf21,1,1,1,1,4,down,down,down,down,down,-6.766890516,0.009741176,0.131872873,1491,4.03E-09,0,0.307731007,5.00E-05,0.726386957,no,310.8,74.33333333,12.00426743,1463.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470379,CD247,lncRNA,CD247,0,0,0,0,0,down,down,down,down,down,-4.971877901,0.058918998,0.272695179,33,4.03E-09,0,0.00173599,1.35E-05,0.818181818,no,15.04785894,3.591362126,7.038022814,10.00965074,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470501,LCN12,lncRNA,LCN12,0,1,1,1,3,up,up,up,up,up,4.543572024,0.089820375,0.279917586,35,4.03E-09,0,0.001172339,1.57E-05,0.309243697,no,31.35757576,24.63636364,19.84779516,169.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470687,UBXN4,lncRNA,UBXN4,0,0,0,0,0,down,up,up,down,down,-0.489797027,0.537970553,0.747046547,14,4.03E-09,0,9.68E-05,1.39E-05,0.626373626,no,2.485358653,7.153846154,3.266486486,7.971900826,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470696,ICA1,lncRNA,ICA1,0,0,1,0,1,up,up,up,down,up,3.424317219,6.41E-07,5.38E-05,1618,4.03E-09,0,0.264062299,5.28E-05,0.560923684,no,8.926638177,8.021276596,18.33716475,39,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470725,WASH4P,lncRNA,NA,0,0,0,0,0,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.304358593,7.629834254,4.877726751,12.19088507,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470735,NEXN,lncRNA,NEXN,1,0,0,0,1,down,down,down,down,up,1.229579919,0.632962699,0.813799687,20,4.03E-09,0,2.74E-05,2.26E-05,0.578947368,no,372.8,8.419354839,4.218594889,13.08780109,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470769,ELOVL1,lncRNA,NA,0,1,0,0,1,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2.455467158,12.06870229,5.447564195,12.87651158,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470861,AGPAT2,lncRNA,NA,0,0,1,0,1,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.938029123,2.514907333,9.24587329,5.07433291,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000470876,JADE2,lncRNA,JADE2,1,1,0,1,3,down,up,up,down,up,1.24375073,0.218548507,0.450157128,328,4.03E-09,0,0.035960362,2.16E-05,0.78280003,no,217.9,13.38095238,2.415843331,881.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471008,ZNRD1,lncRNA,ZNRD1,1,0,0,0,1,down,up,up,down,up,0.314889519,0.898835752,0.95896444,18,4.03E-09,0,3.93E-05,1.29E-05,0.784313725,no,806.6,3.695035461,3.293609672,7.573783359,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471079,RBM41,lncRNA,RBM41,0,1,1,1,3,down,up,up,down,up,0.845832425,0.337963935,0.572370206,629,4.03E-09,0,0.135879068,2.72E-05,0.877178415,no,5.180525164,41.47619048,243.5,466.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471157,CDKN1C,lncRNA,CDKN1C,1,1,0,1,3,up,down,down,down,up,1.609975154,0.255856958,0.478282865,1,4.03E-09,0,0,3.46E-05,NA,no,427,12.48148148,5.905281286,599.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471210,PODN,lncRNA,PODN,1,1,0,1,3,down,up,down,up,down,-0.468392014,0.759623524,0.887971516,7,4.03E-09,0,3.57E-06,1.44E-05,0.238095238,no,256.6,11.98360656,6.01461039,687,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471477,COL15A1,lncRNA,COL15A1,0,1,0,1,2,up,down,down,down,down,-0.47959017,0.823981564,0.921743365,5,4.03E-09,0,1.45E-07,1.50E-05,0.4,no,2.797834991,421,5.849095155,349.1428571,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471717,GPC2,lncRNA,GPC2,1,0,1,1,3,down,up,up,up,up,5.513859736,0.022782552,0.207501857,176,4.03E-09,0,0.013071083,1.98E-05,0.598051948,no,334.1,7.756756757,12.08677098,1084.1,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000471941,RASSF4,lncRNA,RASSF4,1,0,1,1,3,down,down,down,down,down,-2.440685745,0.018483073,0.186700472,847,4.03E-09,0,0.169314051,3.24E-05,0.816052205,no,891.8,6.93714927,11.500595,881.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472025,CTSZ,lncRNA,CTSZ,0,0,1,0,1,down,down,down,down,down,-2.330751729,0.002303313,0.050135809,1049,4.03E-09,0,0.133095244,4.01E-05,0.498357214,no,4.025511152,7.831135687,8.154430021,84.43665705,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472045,IRF1,lncRNA,IRF1,0,0,0,0,0,down,down,down,down,down,-2.132290546,1.52E-08,1.96E-06,2303,4.03E-09,0,0.458591636,6.67E-05,0.656767341,no,39.63432836,3.36823446,2.664420834,128.282631,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472053,RP11-350J20.12,lncRNA,RP11-350J20.12,1,1,0,1,3,down,up,up,down,up,1.609975154,0.255856958,0.478282865,1,4.03E-09,0,0,3.46E-05,NA,no,272.1,191,4.248180013,283.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472067,CASP2,lncRNA,CASP2,1,1,1,1,4,up,up,up,down,up,0.748049965,0.119262767,0.318018183,1140,4.03E-09,0,0.22253143,3.90E-05,0.709101551,no,259.2,19.06451613,7.739914163,283.5,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472077,PPM1G,lncRNA,PPM1G,0,0,0,0,0,down,up,up,down,up,0.125509664,0.865932098,0.943135591,14,4.03E-09,0,0.000119618,1.16E-05,0.549450549,no,8.117870722,5.262295082,2.83272536,93.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472163,HNRNPA3P6,lncRNA,NA,0,0,0,0,0,down,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3.558258207,6.855855856,2.048042705,31.91331361,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472172,KLC4,lncRNA,KLC4,0,0,0,1,1,down,down,up,down,up,1.164762782,0.420224784,0.651253312,45,4.03E-09,0,0.002108357,1.54E-05,0.550505051,no,2.345848057,2.248581158,4.224234584,1247.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472308,SHH,lncRNA,SHH,0,0,1,1,2,down,up,up,up,up,0.814180897,0.709721528,0.858773065,21,4.03E-09,0,0.000571882,1.23E-05,0.566666667,no,20.84701493,4.267326733,494.6,1246.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472545,DLG2,lncRNA,DLG2,1,1,0,0,2,down,down,down,up,up,0.537095936,0.728788878,0.870570924,16,4.03E-09,0,5.72E-05,1.40E-05,0.491666667,no,365.1,48.27272727,2.063244048,2.780882013,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472607,C21orf58,lncRNA,NA,0,1,0,0,1,up,up,up,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,56.915625,21.90909091,7.544491525,8.048231511,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472723,TOR2A,lncRNA,TOR2A,0,0,0,0,0,up,up,up,down,up,1.180659983,0.534697539,0.744855309,24,4.03E-09,0,0.00028369,1.47E-05,0.47826087,no,18.7107438,2.350954479,2.52269821,6.409785933,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000472769,SLC25A25,lncRNA,SLC25A25,1,0,1,1,3,down,down,up,down,down,-1.014642233,0.417955273,0.649627824,25,4.03E-09,0,0.000629018,1.16E-05,0.556666667,no,899.5,6.541125541,51.78838174,316.8,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473021,P4HB,lncRNA,P4HB,0,0,0,0,0,down,up,up,down,down,-0.504635898,0.739686921,0.876554616,4,4.03E-09,0,5.34E-06,1.32E-05,0,no,2.561269246,2.296449216,2.170686281,80.66320335,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473219,PAXIP1,lncRNA,PAXIP1,1,1,0,1,3,up,up,up,down,up,1.560198158,0.088556547,0.278387543,1985,4.03E-09,0,0.430355428,5.84E-05,0.758182335,no,259.2,11.98360656,4.776283619,200.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473288,TTI1,lncRNA,TTI1,1,1,0,0,2,down,up,up,down,up,5.575950195,0.041243424,0.260193343,49,4.03E-09,0,0.000573312,1.55E-05,0.785714286,no,248.9,31.64516129,16.704,21.80769231,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473347,CYP3A5,lncRNA,CYP3A5,0,0,1,0,1,down,down,up,down,down,-0.926256917,0.538029312,0.747085765,15,4.03E-09,0,2.84E-06,1.67E-05,0.342857143,no,13.71969211,8.40749253,40.09863451,2.673204088,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473357,SLC2A11,lncRNA,SLC2A11,0,1,0,0,1,down,up,up,down,up,2.288648941,0.015006558,0.168675646,1471,4.03E-09,0,0.309922471,4.60E-05,0.756738209,no,3.67251003,291,5.839911872,45.68208808,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473392,HS3ST2,lncRNA,HS3ST2,1,1,1,0,3,down,down,down,down,down,-5.127969117,2.47E-07,2.32E-05,329,4.03E-09,0,0.061959912,1.90E-05,0.819186003,no,380.6,24.7704918,7495,17.68178071,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473507,PSD,lncRNA,NA,0,1,1,0,2,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,13.8790932,17.17283951,266.6,10.53607996,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473515,SCML4,lncRNA,SCML4,1,0,1,1,3,down,down,down,down,down,-2.310454409,0.008227241,0.118931843,151,4.03E-09,0,0.017726802,1.52E-05,0.710816777,no,318.6,10.3442623,243.5,266.9,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473569,BAIAP2L1,lncRNA,BAIAP2L1,1,1,1,0,3,up,up,up,down,up,6.286184925,0.020735448,0.197212321,515,4.03E-09,0,0.066795212,2.88E-05,0.658222205,no,607.8,16.22522523,46.97752809,150.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473610,KCNH2,lncRNA,KCNH2,1,0,0,1,2,up,up,up,up,up,4.712609302,0.070714614,0.272695179,2,4.03E-09,0,0,3.46E-05,1,no,323.7,3.857142857,9.028089888,717,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473823,POSTN,lncRNA,NA,0,1,1,1,3,down,down,down,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,9.057647963,52.75824176,14.59618463,3873.2,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473986,ARHGAP25,lncRNA,ARHGAP25,1,0,1,1,3,down,down,down,down,down,-1.962469538,0.088173382,0.278387543,963,4.03E-09,0,0.212375726,3.30E-05,0.865216762,no,1085.4,3.218114603,25.94528302,699,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000473990,DFNA5,lncRNA,DFNA5,1,1,1,1,4,down,down,down,down,down,-2.178248995,0.120291292,0.319901267,156,4.03E-09,0,0.013627794,1.73E-05,0.659387924,no,713.6,251,97.72164948,1546.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474008,SRCAP,lncRNA,SRCAP,0,0,0,1,1,up,up,up,down,down,-0.05832584,0.973684103,0.990659789,16,4.03E-09,0,0.000349958,1.20E-05,0.541666667,no,4.067375887,2.848852901,2.371930576,715.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474014,TACC2,lncRNA,TACC2,1,1,1,1,4,up,up,up,up,up,2.204427671,0.229514219,0.459687297,346,4.03E-09,0,0.051358616,2.08E-05,0.737907347,no,181.7,13.85714286,1343.3,458.3,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474032,NOL12,lncRNA,NOL12,0,0,1,0,1,up,up,up,down,up,0.184171611,0.941949468,0.977644386,2,4.03E-09,0,2.24E-06,1.04E-05,0,no,3.406430582,2.129943503,7.601359703,45.42076503,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474114,PFKL,lncRNA,PFKL,0,1,0,1,2,up,up,up,down,up,1.741618866,0.366126871,0.601221281,337,4.03E-09,0,0.062311704,1.92E-05,0.809470821,no,20.40606061,19.38709677,7.360169492,233.5530547,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474132,ITSN1,lncRNA,ITSN1,0,0,0,1,1,down,down,up,down,up,0.442313196,0.823707156,0.92160499,19,4.03E-09,0,0.000190021,1.43E-05,0.561403509,no,2.24088231,2.636580044,2.089762089,497.3692308,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474233,ITGBL1,lncRNA,ITGBL1,0,1,1,1,3,down,down,down,down,down,-4.829869635,0.038230764,0.253074935,181,4.03E-09,0,0.02134514,1.62E-05,0.67980356,no,63.5971223,34.65853659,35.6571835,4870.4,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474340,IARS,lncRNA,IARS,1,0,0,1,2,down,down,up,down,up,2.816370932,0.004293601,0.078823877,2217,4.03E-09,0,0.441736933,6.47E-05,0.659196494,no,217.9,3.98013245,4.319333104,366.6,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474432,COL7A1,lncRNA,COL7A1,0,0,1,0,1,up,up,up,down,up,3.944350361,0.081489792,0.272695179,25,4.03E-09,0,0.001244789,1.31E-05,0.85,no,2.525782155,8.014755959,13.95512231,49.77483444,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474449,PLEKHG2,lncRNA,PLEKHG2,0,0,0,0,0,down,down,down,down,down,-2.199804738,0.008262513,0.119140016,1131,4.03E-09,0,0.253006702,3.79E-05,0.858357003,no,38.47761194,8.065527066,4.818567961,7.767143934,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474507,CCZ1,lncRNA,CCZ1,0,0,0,1,1,down,up,up,down,down,-0.474771125,0.663654787,0.833001021,11,4.03E-09,0,4.58E-05,1.13E-05,0.4,no,6.378170638,3.817679558,7.243040685,3374.7,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ENST00000474600,ZNF445,lncRNA,ZNF445,0,1,0,0,1,down,down,up,down,up,0.851118411,0.593958226,0.788604893,18,4.03E-09,0,0.000216583,1.72E-05,0.366013072,no,6.353242321,13.85714286,2.866965032,23.08461538,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
